Bankleitzahl;Merkmal;Bezeichnung;PLZ;Ort;Kurzbezeichnung;PAN;BIC;PrÅfziffer-berechnungs-methode;Datensatz-nummer;énderungs-kennzeichen;Bankleitzahl-lîschung;Nachfolge-Bankleitzahl
50010700;2;Degussa Bank;73502;SchwÑbisch GmÅnd;Degussa Bank SchwÑb GmÅnd;29135;;B7;048296;U;0;00000000
50010700;2;Degussa Bank;50375;Wesseling;Degussa Bank Wesseling;29135;;B7;048297;U;0;00000000
50010700;2;Degussa Bank;79639;Grenzach-Wyhlen;Degussa Bank Grenzach;29135;;B7;050644;U;0;00000000
50010700;2;Degussa Bank;61343;Bad Homburg;Degussa Bank Bad Homburg;29135;;B7;050645;U;0;00000000
50010700;2;Degussa Bank;64293;Darmstadt;Degussa Bank Darmstadt;29135;;B7;050646;U;0;00000000
50010700;2;Degussa Bank;47805;Krefeld;Degussa Bank Krefeld;29135;;B7;050647;U;0;00000000
50010700;2;Degussa Bank;53852;Niederkassel;Degussa Bank Niederkassel;29135;;B7;050648;U;0;00000000
50010700;2;Degussa Bank;45772;Marl;Degussa Bank Marl;29135;;B7;050649;U;0;00000000
50010700;2;Degussa Bank;45473;MÅlheim an der Ruhr;Degussa Bank MÅlheim Ruhr;29135;;B7;050650;U;0;00000000
50010700;2;Degussa Bank;76684;ôstringen;Degussa Bank ôstringen;29135;;B7;050651;U;0;00000000
50010700;2;Degussa Bank;63067;Offenbach am Main;Degussa Bank Offenbach;29135;;B7;050652;U;0;00000000
50010700;2;Degussa Bank;64331;Weiterstadt;Degussa Bank Weiterstadt;29135;;B7;050653;U;0;00000000
50010700;2;Degussa Bank;67547;Worms;Degussa Bank Worms;29135;;B7;050654;U;0;00000000
50010700;2;Degussa Bank;78406;Konstanz;Degussa Bank Konstanz;29135;;B7;050655;U;0;00000000
50010700;2;Degussa Bank;53840;Troisdorf;Degussa Bank Troisdorf;29135;;B7;050804;U;0;00000000
50010700;2;Degussa Bank;06201;Merseburg;Degussa Bank Merseburg;29135;;B7;050950;U;0;00000000
50010900;1;Bank of America;60311;Frankfurt am Main;Bankamerica;29570;BOFADEFXXXX;09;011112;U;0;00000000
50010910;1;Bank of America, Filiale Frankfurt;60311;Frankfurt am Main;Bank of America;;BOFADEFXVAM;09;056399;U;0;00000000
50012800;1;ALTE LEIPZIGER Bauspar;61440;Oberursel (Taunus);ALTE LEIPZIGER Bauspar;;ALTEDEFAXXX;28;043632;U;0;00000000
50020000;1;Sberbank Europe Zndl Deutschland;60594;Frankfurt am Main;Sberbank Direct Frankfurt;;SEZDDEF1XXX;28;056514;U;0;00000000
50020200;1;ODDO BHF;60323;Frankfurt am Main;ODDO BHF Frankfurt Main;25160;BHFBDEFF500;60;004826;M;0;00000000
50020300;1;Bremer Kreditbank;28195;Bremen;Bremer Kreditbank;;BANVDEHB500;18;044276;U;0;00000000
50020400;1;KfW Kreditanstalt fÅr Wiederaufbau Frankfurt;60046;Frankfurt am Main;KfW Frankfurt;;KFWIDEFFXXX;09;013561;U;0;00000000
50020500;1;Landwirtschaftliche Rentenbank;60014;Frankfurt am Main;Landwirtschaftl Rentenbank;99055;LAREDEFFXXX;09;013531;U;0;00000000
50020700;1;Credit Europe Bank Ndl. Deutschland;60050;Frankfurt am Main;Credit Europe Bank Ffm;29600;FBHLDEFFXXX;09;049717;U;0;00000000
50020800;1;Intesa Sanpaolo Frankfurt;60011;Frankfurt am Main;Intesa Sanpaolo Frankfurt;29710;BCITDEFFXXX;09;042552;U;0;00000000
50021000;1;ING Bank;60486;Frankfurt am Main;ING Bank, Frankfurt;25211;INGBDEFFXXX;60;052604;U;0;00000000
50021100;1;FIL Fondsbank;60311;Frankfurt am Main;FIL Fondsbank Frankfurt;23968;FFBKDEFFKRN;60;053446;U;0;00000000
50021120;1;FIL Fondsbank;61476;Kronberg im Taunus;FIL Fondsbank Kronberg;;FFBKDEFFTHK;60;056389;U;0;00000000
50023400;1;Bank of Beirut Ndl Frankfurt;60322;Frankfurt am Main;Bank of Beirut Frankfurt;;BABEDEFFXXX;09;055627;U;0;00000000
50025000;1;Opel Bank;65428;RÅsselsheim am Main;Opel Bank;;GMGGDE51XXX;10;056602;U;0;00000000
50030000;1;PSA Bank Deutschland;63263;Neu-Isenburg;PSA Bank Neu-Isenburg;;PSADDEF1XXX;09;036168;U;0;00000000
50030010;1;PSA Bank Deutschland;63263;Neu-Isenburg;PSA Bank Neu-Isenburg;;BPNDDE52XXX;09;056494;U;0;00000000
50030100;1;HKB Bank Frankfurt;60528;Frankfurt am Main;HKB Bank Frankfurt am Main;;HKBBDEF1FRA;00;052707;U;0;00000000
50030500;1;BNP PARIBAS Securities Services;60003;Frankfurt am Main;BNP PARIBAS Sec Serv;29641;PARBDEFFXXX;09;034850;U;0;00000000
50030600;1;Deutsche WertpapierService Bank;60487;Frankfurt am Main;dwpbank;;DWPBDEFFXXX;09;053188;U;0;00000000
50030700;1;DenizBank (Wien) Zw Frankfurt;60329;Frankfurt am Main;DenizBank Frankfurt;29855;ESBKDEFFXXX;09;051748;U;0;00000000
50031000;1;Triodos Bank Deutschland;60326;Frankfurt am Main;Triodos Bank Deutschland;99048;TRODDEF1XXX;06;055501;U;0;00000000
50033300;1;Santander Consumer Bank;60325;Frankfurt am Main;Santander Bank Frankfurt;29414;SCFBDE33XXX;09;055981;U;0;00000000
50038800;1;Agricultural Bank of China, Frankfurt Branch;60325;Frankfurt am Main;Agricultural Bank China FRA;;ABOCDEFFXXX;09;056493;U;0;00000000
50040000;1;Commerzbank;60005;Frankfurt am Main;Commerzbank Frankfurt Main;24500;COBADEFFXXX;13;005050;U;0;00000000
50040000;2;Commerzbank;61104;Bad Vilbel;Commerzbank Bad Vilbel;24500;;13;005048;U;0;00000000
50040000;2;Commerzbank;65796;Bad Soden am Taunus;Commerzbank Bad Soden Taunu;24500;;13;005052;U;0;00000000
50040000;2;Commerzbank;61283;Bad Homburg;Commerzbank Bad Homburg vdH;24500;;13;005060;U;0;00000000
50040000;2;Commerzbank;63232;Neu-Isenburg;Commerzbank Neu-Isenburg;24500;;13;006118;U;0;00000000
50040000;2;Commerzbank;65779;Kelkheim (Taunus);Commerzbank Kelkheim Taunus;24500;;13;006123;U;0;00000000
50040000;2;Commerzbank;65703;Hofheim am Taunus;Commerzbank Hofheim Taunus;24500;;13;006154;U;0;00000000
50040000;2;Commerzbank;61405;Oberursel (Taunus);Commerzbank Oberursel Ts;24500;;13;006987;U;0;00000000
50040000;2;Commerzbank;63303;Dreieich;Commerzbank Dreieich;24500;;13;007002;U;0;00000000
50040000;2;Commerzbank;65402;RÅsselsheim am Main;Commerzbank RÅsselsheim;24500;;13;007031;U;0;00000000
50040000;2;Commerzbank;61451;Kînigstein im Taunus;Commerzbank Kînigstein Ts;24500;;13;037657;U;0;00000000
50040000;2;Commerzbank;63477;Maintal;Commerzbank Maintal;24500;;13;038046;U;0;00000000
50040000;2;Commerzbank;65727;Eschborn;Commerzbank Eschborn Taunus;24500;;13;038197;U;0;00000000
50040000;2;Commerzbank;65503;Idstein;Commerzbank Idstein Taunus;24500;;13;038338;U;0;00000000
50040005;1;Commerzbank, Filiale Frankfurt 2;60005;Frankfurt am Main;Commerzbank Fil. FFM 2;24004;COBADEFFXXX;13;056716;U;0;00000000
50040033;1;Commerzbank Gf BRS;60005;Frankfurt am Main;Commerzbank Gf BRS Ffm;;COBADEF1BRS;09;043729;U;0;00000000
